               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.032446,             0.03735,           0.0050915,             0.69828,             0.68177,             0.69808,             0.43512,            0.030506,            0.033938,           0.0087784,            0.002476,            0.002476,            0.002476
                 154,            0.032345,            0.036655,           0.0049563,             0.70045,             0.67945,             0.69805,             0.43498,            0.030504,            0.033946,            0.008784,           0.0024265,           0.0024265,           0.0024265
                 155,            0.032207,            0.036403,           0.0049847,             0.70466,              0.6774,             0.69792,             0.43444,            0.030503,            0.033956,           0.0087922,            0.002377,            0.002377,            0.002377
                 156,            0.032156,            0.035977,           0.0049564,             0.70846,             0.67541,             0.69815,              0.4344,            0.030501,            0.033965,           0.0087971,           0.0023275,           0.0023275,           0.0023275
                 157,             0.03221,            0.036637,           0.0048498,             0.71408,             0.67344,             0.69795,             0.43437,              0.0305,            0.033974,           0.0088032,            0.002278,            0.002278,            0.002278
                 158,            0.032391,              0.0375,           0.0049015,             0.71908,             0.67324,             0.69807,             0.43467,            0.030502,            0.033987,           0.0088092,           0.0022285,           0.0022285,           0.0022285
                 159,            0.032138,            0.036239,           0.0047989,             0.71798,             0.67349,             0.69789,             0.43488,            0.030503,            0.033996,           0.0088144,            0.002179,            0.002179,            0.002179
                 160,            0.032061,            0.036387,            0.004799,              0.7189,              0.6723,              0.6972,             0.43452,            0.030505,            0.034007,           0.0088213,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032029,            0.036409,            0.004667,             0.71903,             0.67227,             0.69716,             0.43468,            0.030506,             0.03402,           0.0088281,             0.00208,             0.00208,             0.00208
                 162,             0.03195,            0.036507,           0.0047172,              0.7238,             0.66849,             0.69696,             0.43462,            0.030507,            0.034029,           0.0088343,           0.0020305,           0.0020305,           0.0020305
                 163,            0.032037,            0.036718,           0.0048052,              0.7259,             0.66571,             0.69687,             0.43418,            0.030507,            0.034043,           0.0088419,            0.001981,            0.001981,            0.001981
                 164,            0.031693,             0.03598,           0.0046488,             0.73581,             0.66405,             0.69725,             0.43431,            0.030509,            0.034053,           0.0088479,           0.0019315,           0.0019315,           0.0019315
                 165,            0.031666,             0.03619,           0.0046227,             0.73599,             0.66347,             0.69725,             0.43409,            0.030511,            0.034069,           0.0088551,            0.001882,            0.001882,            0.001882
                 166,            0.031702,            0.036063,            0.004415,             0.73641,             0.66372,             0.69707,             0.43403,            0.030515,            0.034084,           0.0088647,           0.0018325,           0.0018325,           0.0018325
                 167,            0.031615,            0.035699,            0.004643,             0.72087,               0.671,             0.69667,             0.43375,            0.030516,              0.0341,           0.0088733,            0.001783,            0.001783,            0.001783
                 168,            0.031637,            0.035898,           0.0043786,             0.72307,             0.66984,             0.69682,             0.43359,            0.030518,            0.034116,           0.0088803,           0.0017335,           0.0017335,           0.0017335
                 169,            0.031379,            0.035165,           0.0043867,              0.7233,             0.67018,             0.69653,             0.43317,            0.030522,            0.034134,            0.008891,            0.001684,            0.001684,            0.001684
                 170,            0.031548,            0.035299,            0.004345,             0.72679,             0.66905,             0.69634,             0.43316,            0.030522,            0.034149,           0.0088984,           0.0016345,           0.0016345,           0.0016345
                 171,             0.03158,            0.035431,           0.0042474,             0.72088,             0.67209,             0.69646,             0.43318,            0.030525,            0.034168,            0.008908,            0.001585,            0.001585,            0.001585
                 172,            0.031242,            0.035334,           0.0041687,             0.72056,             0.67159,             0.69645,             0.43308,            0.030526,            0.034187,           0.0089163,           0.0015355,           0.0015355,           0.0015355
                 173,            0.031194,            0.035644,           0.0041741,             0.71686,             0.67299,             0.69639,             0.43289,             0.03053,            0.034206,            0.008926,            0.001486,            0.001486,            0.001486
                 174,            0.031106,            0.034579,           0.0041227,             0.71582,             0.67362,             0.69586,             0.43279,            0.030536,            0.034227,           0.0089371,           0.0014365,           0.0014365,           0.0014365
                 175,            0.031145,            0.034985,           0.0041393,             0.71691,             0.67339,               0.696,             0.43294,            0.030542,             0.03425,           0.0089488,            0.001387,            0.001387,            0.001387
                 176,            0.030799,            0.034483,           0.0039441,             0.71739,             0.67193,             0.69566,             0.43253,            0.030545,             0.03427,           0.0089618,           0.0013375,           0.0013375,           0.0013375
                 177,             0.03102,            0.034932,           0.0041215,             0.71652,             0.67132,             0.69556,             0.43248,            0.030551,            0.034295,            0.008974,            0.001288,            0.001288,            0.001288
                 178,            0.030797,            0.034134,           0.0040368,             0.70186,             0.67491,             0.69531,             0.43233,            0.030557,            0.034319,           0.0089859,           0.0012385,           0.0012385,           0.0012385
                 179,            0.030763,            0.033822,             0.00399,             0.71113,             0.67226,             0.69518,             0.43228,            0.030563,            0.034344,           0.0089995,            0.001189,            0.001189,            0.001189
                 180,            0.030682,            0.034141,           0.0038718,             0.71043,             0.67257,             0.69476,               0.432,            0.030571,            0.034371,           0.0090135,           0.0011395,           0.0011395,           0.0011395
                 181,             0.03066,            0.034308,           0.0038887,             0.70849,              0.6728,             0.69454,              0.4318,            0.030578,            0.034399,           0.0090251,             0.00109,             0.00109,             0.00109
                 182,            0.030908,            0.034974,           0.0039001,             0.70232,             0.67535,             0.69405,             0.43159,            0.030585,            0.034426,            0.009039,           0.0010405,           0.0010405,           0.0010405
                 183,             0.03074,            0.034698,            0.003835,              0.7038,             0.67341,             0.69336,             0.43107,            0.030592,            0.034453,           0.0090524,            0.000991,            0.000991,            0.000991
                 184,            0.030472,            0.034013,           0.0037604,             0.70368,             0.67343,             0.69316,             0.43076,            0.030599,            0.034483,           0.0090648,           0.0009415,           0.0009415,           0.0009415
                 185,            0.030598,            0.034533,           0.0037573,             0.69479,             0.67817,             0.69277,             0.43044,            0.030606,            0.034512,           0.0090809,            0.000892,            0.000892,            0.000892
                 186,            0.030463,            0.034053,           0.0036602,             0.69452,             0.67841,             0.69254,              0.4302,            0.030613,            0.034542,           0.0090949,           0.0008425,           0.0008425,           0.0008425
                 187,            0.030207,             0.03394,           0.0036281,              0.6949,             0.67764,             0.69237,             0.42995,            0.030621,            0.034575,           0.0091111,            0.000793,            0.000793,            0.000793
                 188,            0.030401,            0.034184,           0.0036715,             0.68714,             0.68045,             0.69194,             0.42956,            0.030629,            0.034606,            0.009127,           0.0007435,           0.0007435,           0.0007435
                 189,            0.030294,            0.034123,           0.0036293,             0.68702,             0.68122,             0.69132,             0.42934,            0.030637,            0.034637,           0.0091412,            0.000694,            0.000694,            0.000694
                 190,            0.030079,             0.03343,           0.0035398,             0.68672,             0.68102,             0.69096,             0.42926,            0.030646,            0.034672,           0.0091577,           0.0006445,           0.0006445,           0.0006445
                 191,            0.029879,            0.033294,           0.0034312,             0.68648,             0.68209,             0.69071,              0.4288,            0.030659,            0.034708,           0.0091745,            0.000595,            0.000595,            0.000595
                 192,            0.030339,            0.034196,           0.0035058,             0.68629,             0.68199,             0.69052,             0.42863,            0.030671,            0.034746,           0.0091942,           0.0005455,           0.0005455,           0.0005455
                 193,            0.030113,             0.03362,           0.0034348,             0.68375,             0.68356,             0.69004,             0.42844,            0.030683,            0.034785,           0.0092117,            0.000496,            0.000496,            0.000496
                 194,            0.029842,            0.033133,           0.0034725,             0.68348,              0.6829,             0.68967,             0.42793,            0.030693,            0.034824,           0.0092307,           0.0004465,           0.0004465,           0.0004465
                 195,            0.029754,            0.033278,           0.0033699,             0.68475,             0.68124,             0.68915,             0.42767,            0.030704,            0.034863,           0.0092492,            0.000397,            0.000397,            0.000397
                 196,            0.029731,            0.033328,           0.0033679,             0.68852,             0.67625,             0.68868,             0.42734,            0.030716,            0.034906,           0.0092694,           0.0003475,           0.0003475,           0.0003475
                 197,            0.029967,            0.033562,           0.0033747,             0.68724,             0.67745,             0.68824,             0.42678,            0.030729,            0.034949,           0.0092899,            0.000298,            0.000298,            0.000298
                 198,             0.02979,            0.033292,           0.0032742,             0.68611,             0.67632,             0.68791,              0.4267,            0.030741,            0.034992,           0.0093107,           0.0002485,           0.0002485,           0.0002485
                 199,            0.029487,            0.032817,           0.0032759,             0.68989,              0.6732,             0.68746,             0.42621,            0.030756,             0.03504,           0.0093321,            0.000199,            0.000199,            0.000199
