               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  98,            0.032933,            0.037802,           0.0060151,             0.70932,             0.67225,              0.6974,             0.44198,            0.029696,            0.033683,           0.0088158,           0.0051985,           0.0051985,           0.0051985
                  99,             0.03287,            0.037682,           0.0059095,             0.71059,              0.6714,             0.69759,             0.44235,             0.02969,             0.03369,           0.0088199,            0.005149,            0.005149,            0.005149
                 100,            0.032946,            0.037719,           0.0057954,             0.70993,             0.67039,               0.696,             0.44203,            0.029686,            0.033691,           0.0088233,           0.0050995,           0.0050995,           0.0050995
                 101,            0.032954,            0.037784,           0.0058588,             0.71086,             0.67043,             0.69617,             0.44207,            0.029684,            0.033702,           0.0088288,             0.00505,             0.00505,             0.00505
                 102,            0.032554,             0.03733,           0.0057944,             0.71214,              0.6704,             0.69631,             0.44201,             0.02968,            0.033709,           0.0088355,           0.0050005,           0.0050005,           0.0050005
                 103,            0.032772,            0.037726,           0.0058692,             0.71077,             0.67112,             0.69646,             0.44184,            0.029679,            0.033715,           0.0088402,            0.004951,            0.004951,            0.004951
                 104,            0.032825,             0.03761,           0.0058364,             0.71023,             0.67201,             0.69657,             0.44181,            0.029677,            0.033716,            0.008848,           0.0049015,           0.0049015,           0.0049015
                 105,            0.032603,            0.037421,           0.0057431,             0.70461,             0.67579,             0.69653,               0.442,            0.029673,            0.033721,           0.0088523,            0.004852,            0.004852,            0.004852
                 106,            0.032553,            0.037013,           0.0055104,             0.70558,             0.67545,             0.69679,             0.44221,             0.02967,            0.033725,           0.0088582,           0.0048025,           0.0048025,           0.0048025
                 107,            0.032543,            0.036968,            0.005516,             0.70394,             0.67639,             0.69653,              0.4419,            0.029668,            0.033733,           0.0088624,            0.004753,            0.004753,            0.004753
                 108,            0.032468,            0.037081,           0.0053204,             0.70416,             0.67752,              0.6966,             0.44164,            0.029667,            0.033738,           0.0088673,           0.0047035,           0.0047035,           0.0047035
                 109,            0.032675,            0.037281,           0.0054261,             0.70322,             0.67767,             0.69675,             0.44195,            0.029666,            0.033744,           0.0088741,            0.004654,            0.004654,            0.004654
                 110,            0.032341,            0.036533,           0.0052659,              0.7033,             0.67739,             0.69587,             0.44158,            0.029664,            0.033753,           0.0088817,           0.0046045,           0.0046045,           0.0046045
                 111,            0.032538,            0.036785,             0.00547,             0.70629,             0.67555,             0.69577,             0.44125,            0.029662,             0.03376,           0.0088869,            0.004555,            0.004555,            0.004555
                 112,            0.032435,            0.037072,           0.0054985,             0.69961,             0.67804,             0.69502,             0.44069,            0.029661,            0.033767,           0.0088933,           0.0045055,           0.0045055,           0.0045055
                 113,            0.032127,            0.036844,           0.0052753,             0.70269,             0.68082,             0.69584,             0.44157,             0.02966,            0.033775,           0.0088987,            0.004456,            0.004456,            0.004456
                 114,            0.032346,            0.036842,           0.0054356,             0.70228,             0.68149,             0.69582,             0.44169,            0.029657,             0.03378,           0.0089018,           0.0044065,           0.0044065,           0.0044065
                 115,            0.032486,            0.037535,           0.0052382,             0.70156,              0.6823,             0.69535,             0.44136,            0.029657,            0.033792,           0.0089064,            0.004357,            0.004357,            0.004357
                 116,            0.032125,            0.036517,           0.0051921,             0.70082,             0.68363,             0.69538,             0.44147,            0.029659,              0.0338,           0.0089143,           0.0043075,           0.0043075,           0.0043075
                 117,            0.032365,            0.037266,           0.0050444,             0.69956,              0.6845,             0.69607,             0.44135,             0.02966,            0.033811,           0.0089193,            0.004258,            0.004258,            0.004258
                 118,            0.032096,            0.036417,           0.0050874,             0.69956,               0.684,              0.6959,             0.44132,            0.029661,             0.03382,           0.0089227,           0.0042085,           0.0042085,           0.0042085
                 119,            0.032022,            0.036352,           0.0049899,             0.69805,             0.68393,             0.69588,             0.44139,            0.029662,            0.033833,           0.0089297,            0.004159,            0.004159,            0.004159
                 120,            0.031947,            0.036433,           0.0049251,             0.69356,             0.68709,             0.69585,             0.44112,            0.029664,            0.033844,           0.0089371,           0.0041095,           0.0041095,           0.0041095
                 121,            0.031877,             0.03623,           0.0047888,             0.69532,             0.68779,             0.69576,             0.44117,            0.029668,            0.033852,           0.0089441,             0.00406,             0.00406,             0.00406
                 122,            0.031877,            0.035874,           0.0048816,             0.69554,              0.6865,             0.69505,             0.44076,            0.029672,            0.033861,           0.0089515,           0.0040105,           0.0040105,           0.0040105
                 123,            0.031889,            0.036008,           0.0048897,             0.69736,             0.68578,             0.69471,              0.4403,            0.029676,            0.033873,           0.0089604,            0.003961,            0.003961,            0.003961
                 124,            0.031519,            0.036093,           0.0046925,             0.69849,             0.68495,             0.69468,             0.44025,            0.029679,            0.033888,           0.0089678,           0.0039115,           0.0039115,           0.0039115
                 125,            0.031771,            0.035888,            0.004939,             0.69876,             0.68484,              0.6944,             0.44031,            0.029682,              0.0339,           0.0089716,            0.003862,            0.003862,            0.003862
                 126,            0.031687,            0.035698,            0.004754,             0.69791,             0.68473,             0.69355,             0.43995,            0.029684,            0.033911,           0.0089801,           0.0038125,           0.0038125,           0.0038125
                 127,            0.031539,            0.035365,           0.0046609,               0.698,             0.67744,             0.68752,              0.4357,            0.029686,            0.033921,            0.008988,            0.003763,            0.003763,            0.003763
                 128,            0.031548,            0.035791,           0.0047596,              0.6976,              0.6783,             0.68981,             0.43708,            0.029687,            0.033935,           0.0089946,           0.0037135,           0.0037135,           0.0037135
                 129,            0.031528,            0.035964,            0.004561,             0.69844,             0.67714,             0.68681,             0.43509,             0.02969,            0.033949,           0.0090062,            0.003664,            0.003664,            0.003664
                 130,            0.031453,            0.035784,           0.0044912,             0.69634,             0.67456,             0.68459,             0.43379,            0.029691,            0.033962,           0.0090154,           0.0036145,           0.0036145,           0.0036145
                 131,            0.031426,            0.035621,           0.0044461,             0.69664,             0.68416,             0.69351,             0.43967,            0.029693,            0.033976,            0.009026,            0.003565,            0.003565,            0.003565
                 132,            0.031384,            0.035401,           0.0044662,             0.69181,             0.68508,             0.69361,             0.43948,            0.029696,            0.033992,           0.0090343,           0.0035155,           0.0035155,           0.0035155
                 133,            0.031383,             0.03483,           0.0045363,             0.68921,             0.68787,             0.69338,             0.43941,            0.029699,            0.034003,           0.0090443,            0.003466,            0.003466,            0.003466
                 134,            0.031432,            0.035624,           0.0043416,             0.68925,             0.68885,             0.69365,             0.43958,            0.029701,            0.034016,           0.0090563,           0.0034165,           0.0034165,           0.0034165
                 135,             0.03097,            0.034597,           0.0044051,              0.6875,             0.68772,             0.69306,             0.43938,            0.029703,            0.034029,           0.0090667,            0.003367,            0.003367,            0.003367
                 136,            0.031052,            0.034964,           0.0044762,             0.69155,             0.68564,             0.69259,             0.43895,            0.029703,            0.034045,           0.0090764,           0.0033175,           0.0033175,           0.0033175
                 137,            0.031108,            0.034889,           0.0041828,             0.68913,             0.68552,             0.69081,             0.43777,            0.029703,            0.034061,            0.009086,            0.003268,            0.003268,            0.003268
                 138,            0.031008,            0.034653,           0.0042783,             0.69763,             0.67842,             0.68985,             0.43782,            0.029706,            0.034078,           0.0090979,           0.0032185,           0.0032185,           0.0032185
                 139,            0.030992,            0.034748,            0.004189,             0.69749,             0.68108,             0.69182,             0.43893,             0.02971,            0.034092,           0.0091104,            0.003169,            0.003169,            0.003169
                 140,            0.030843,            0.034929,           0.0039681,             0.69827,             0.68082,             0.69138,              0.4387,            0.029715,            0.034109,           0.0091218,           0.0031195,           0.0031195,           0.0031195
                 141,             0.03059,            0.033859,           0.0039894,             0.69988,             0.68026,               0.691,             0.43873,            0.029718,            0.034132,           0.0091338,             0.00307,             0.00307,             0.00307
                 142,            0.030703,            0.034526,           0.0040589,             0.69733,             0.68088,             0.69086,             0.43838,            0.029722,            0.034151,           0.0091473,           0.0030205,           0.0030205,           0.0030205
                 143,            0.030665,            0.034246,           0.0039328,             0.69441,             0.68346,             0.69043,             0.43809,            0.029724,            0.034169,           0.0091556,            0.002971,            0.002971,            0.002971
                 144,            0.030605,            0.034527,            0.003922,             0.69371,              0.6841,             0.69051,              0.4376,            0.029728,            0.034189,           0.0091671,           0.0029215,           0.0029215,           0.0029215
                 145,            0.030686,            0.034547,           0.0038683,             0.70055,             0.68342,             0.69068,             0.43782,            0.029733,            0.034212,           0.0091781,            0.002872,            0.002872,            0.002872
                 146,            0.030601,            0.033992,           0.0038673,             0.70104,             0.68347,             0.69042,             0.43784,            0.029736,            0.034233,           0.0091883,           0.0028225,           0.0028225,           0.0028225
                 147,            0.030606,            0.034225,           0.0038255,             0.70065,             0.68288,             0.69014,              0.4377,            0.029739,            0.034253,           0.0092011,            0.002773,            0.002773,            0.002773
