               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
85,0.035585,0.041197,0.0085419,0.74931,0.62652,0.67331,0.41288,0.031062,0.034381,0.0093235,0.005842,0.005842,0.005842
86,0.035675,0.040999,0.0083617,0.75014,0.62628,0.67262,0.4133,0.031056,0.03438,0.0093139,0.0057925,0.0057925,0.0057925
87,0.035615,0.041249,0.0083026,0.75068,0.62642,0.67256,0.41349,0.031049,0.034374,0.0093069,0.005743,0.005743,0.005743
88,0.035405,0.0413,0.008243,0.75304,0.62679,0.67269,0.41349,0.031042,0.03437,0.0093024,0.0056935,0.0056935,0.0056935
89,0.03557,0.041372,0.008076,0.75657,0.62275,0.67186,0.41302,0.031035,0.034369,0.0092992,0.005644,0.005644,0.005644
90,0.035496,0.041075,0.0081618,0.75455,0.62416,0.67182,0.41309,0.031031,0.034363,0.0092975,0.0055945,0.0055945,0.0055945
91,0.035587,0.041501,0.0080797,0.75525,0.6233,0.67194,0.41308,0.031023,0.034359,0.0092958,0.005545,0.005545,0.005545
92,0.035548,0.041252,0.0079212,0.7547,0.62368,0.67183,0.41301,0.031017,0.034356,0.009294,0.0054955,0.0054955,0.0054955
93,0.035505,0.041556,0.0080941,0.75536,0.62426,0.67233,0.41323,0.031012,0.034351,0.0092913,0.005446,0.005446,0.005446
94,0.035373,0.041518,0.0079528,0.75043,0.62745,0.67241,0.41322,0.031006,0.034347,0.0092886,0.0053965,0.0053965,0.0053965
95,0.035182,0.040913,0.0077818,0.74878,0.62823,0.67247,0.41352,0.030999,0.034343,0.0092836,0.005347,0.005347,0.005347
96,0.035303,0.041307,0.007949,0.74345,0.6319,0.67255,0.41372,0.030993,0.034339,0.0092809,0.0052975,0.0052975,0.0052975
97,0.035185,0.041092,0.0078532,0.73433,0.63554,0.67269,0.41433,0.030989,0.034337,0.0092781,0.005248,0.005248,0.005248
98,0.035102,0.040655,0.0077822,0.73339,0.63593,0.67312,0.41429,0.030985,0.034333,0.0092756,0.0051985,0.0051985,0.0051985
99,0.034997,0.040688,0.0078283,0.73248,0.63701,0.6726,0.41408,0.030981,0.034332,0.0092764,0.005149,0.005149,0.005149
100,0.034935,0.040766,0.0076615,0.73302,0.63661,0.67303,0.41424,0.030977,0.034328,0.0092769,0.0050995,0.0050995,0.0050995
101,0.035262,0.04146,0.0076794,0.73722,0.63553,0.67319,0.41457,0.030974,0.03433,0.0092761,0.00505,0.00505,0.00505
102,0.035125,0.041031,0.0074805,0.73387,0.63624,0.67337,0.41432,0.030973,0.034328,0.009278,0.0050005,0.0050005,0.0050005
103,0.034936,0.040576,0.007597,0.73481,0.63577,0.67353,0.41396,0.03097,0.034328,0.0092802,0.004951,0.004951,0.004951
104,0.034827,0.040258,0.0075485,0.73046,0.63991,0.6737,0.41438,0.030967,0.034324,0.0092786,0.0049015,0.0049015,0.0049015
105,0.034958,0.04068,0.0073604,0.73104,0.63985,0.67367,0.4146,0.030963,0.034323,0.0092777,0.004852,0.004852,0.004852
106,0.035239,0.041738,0.0074362,0.73639,0.63473,0.67355,0.41448,0.030961,0.034319,0.00928,0.0048025,0.0048025,0.0048025
107,0.03485,0.040357,0.0075831,0.73736,0.63374,0.67375,0.41468,0.030959,0.034319,0.0092812,0.004753,0.004753,0.004753
108,0.03467,0.040331,0.0072883,0.73762,0.6342,0.67346,0.4146,0.030958,0.034317,0.0092805,0.0047035,0.0047035,0.0047035
109,0.034698,0.039557,0.0074476,0.73651,0.63516,0.67343,0.41474,0.030955,0.034312,0.0092797,0.004654,0.004654,0.004654
110,0.034594,0.039636,0.0072958,0.73631,0.63539,0.67333,0.41459,0.03095,0.03431,0.0092809,0.0046045,0.0046045,0.0046045
111,0.034529,0.040215,0.0070737,0.73724,0.63603,0.67348,0.41502,0.030947,0.034308,0.0092795,0.004555,0.004555,0.004555
112,0.034589,0.040098,0.0071769,0.73696,0.63664,0.67369,0.41513,0.030943,0.034304,0.0092777,0.0045055,0.0045055,0.0045055
113,0.034644,0.040115,0.0071537,0.73891,0.63537,0.67391,0.41515,0.030941,0.034304,0.0092797,0.004456,0.004456,0.004456
114,0.0346,0.040848,0.0068861,0.7391,0.63534,0.67396,0.41531,0.030936,0.034303,0.0092789,0.0044065,0.0044065,0.0044065
115,0.03446,0.040031,0.0070185,0.73937,0.63501,0.67399,0.41531,0.030934,0.034304,0.0092797,0.004357,0.004357,0.004357
116,0.03446,0.039732,0.0069616,0.74017,0.63507,0.67405,0.4152,0.030932,0.034302,0.009283,0.0043075,0.0043075,0.0043075
117,0.034292,0.040166,0.0069975,0.74087,0.6344,0.6743,0.41513,0.030929,0.034304,0.009285,0.004258,0.004258,0.004258
118,0.034597,0.039956,0.0067925,0.74096,0.63404,0.67426,0.41514,0.030927,0.034305,0.009287,0.0042085,0.0042085,0.0042085
119,0.034409,0.039865,0.0068882,0.74015,0.63505,0.67424,0.41531,0.030928,0.034303,0.0092888,0.004159,0.004159,0.004159
120,0.034171,0.040182,0.0066811,0.74052,0.63541,0.67438,0.4153,0.030924,0.034302,0.0092918,0.0041095,0.0041095,0.0041095
121,0.034212,0.039049,0.0068368,0.74095,0.63513,0.67423,0.41526,0.03092,0.034302,0.0092948,0.00406,0.00406,0.00406
122,0.034346,0.03978,0.0068035,0.74112,0.63473,0.67443,0.4154,0.030917,0.034303,0.0092987,0.0040105,0.0040105,0.0040105
